"","CNA_cohort","CNA_covered_in_sc23"
"330","chr18_4077588_25285137","chr18_ 4077811_ 4117347,chr18_ 4117347_ 4233061,chr18_ 4233061_ 4373977,chr18_ 4373977_ 4440492,chr18_ 4440492_ 4501173,chr18_ 4501173_ 4680978,chr18_ 4680978_ 4732350,chr18_ 4732350_ 4967466,chr18_ 4967466_ 5214045,chr18_ 5214045_ 5246547,chr18_ 5246547_ 5381423,chr18_ 5381423_ 5524689,chr18_ 5524689_ 5913416,chr18_ 5913416_ 5951452,chr18_ 5951452_ 5988099,chr18_ 5988099_ 6117014,chr18_ 6117014_ 6264768,chr18_ 6264768_ 6325503,chr18_ 6325503_ 6356105,chr18_ 6356105_ 6405933,chr18_ 6405933_ 6507238,chr18_ 6507238_ 6606858,chr18_ 6606858_ 6608426,chr18_ 6608426_ 6757125,chr18_ 6757125_ 6806827,chr18_ 6806827_ 6835936,chr18_ 6835936_ 6850535,chr18_ 6850535_ 6887023,chr18_ 6887023_ 7061130,chr18_ 7061130_ 7097031,chr18_ 7097031_ 7244622,chr18_ 7244622_ 7305025,chr18_ 7305025_ 7449526,chr18_ 7449526_ 7532365,chr18_ 7532365_ 7690563,chr18_ 7690563_ 7717394,chr18_ 7717394_ 7764946,chr18_ 7764946_ 7819742,chr18_ 7819742_ 8159052,chr18_ 8159052_ 8170908,chr18_ 8170908_ 8254895,chr18_ 8254895_ 8324886,chr18_ 8324886_ 8384509,chr18_ 8384509_ 8425391,chr18_ 8425391_ 8481539,chr18_ 8481539_ 8550055,chr18_ 8550055_ 8617958,chr18_ 8617958_ 8665550,chr18_ 8665550_ 8860453,chr18_ 8860453_ 8938244,chr18_ 8938244_ 8979585,chr18_ 8979585_ 9047431,chr18_ 9047431_ 9119392,chr18_ 9119392_ 9316502,chr18_ 9316502_ 9505697,chr18_ 9505697_ 9591580,chr18_ 9591580_ 9931463,chr18_ 9931463_ 9948893,chr18_ 9948893_ 9966657,chr18_ 9966657_ 9986633,chr18_ 9986633_10032223,chr18_10032223_10140004,chr18_10140004_10195224,chr18_10195224_10253491,chr18_10253491_10306222,chr18_10306222_10354102,chr18_10354102_10429011,chr18_10429011_10471163,chr18_10471163_10511047,chr18_10511047_10569342,chr18_10569342_10658945,chr18_10658945_10689602,chr18_10689602_10833204,chr18_10833204_10910183,chr18_10910183_10937876,chr18_10937876_11015705,chr18_11015705_11092200,chr18_11092200_11174135,chr18_11174135_11266330,chr18_11266330_11436481,chr18_11436481_11451460,chr18_11451460_11513917,chr18_11513917_11563403,chr18_11563403_11932819,chr18_11932819_12051344,chr18_12051344_12285539,chr18_12285539_12388296,chr18_12388296_12495998,chr18_12495998_12695870,chr18_12695870_12766488,chr18_12766488_12847429,chr18_12847429_13190130,chr18_13190130_13242223,chr18_13242223_13372190,chr18_13372190_13423646,chr18_13423646_13557188,chr18_13557188_13590095,chr18_13590095_13767077,chr18_13767077_13835210,chr18_13835210_13932284,chr18_13932284_14013176,chr18_14013176_14203783,chr18_14203783_14340201,chr18_14340201_14390209,chr18_14390209_14540303,chr18_14540303_14674610,chr18_14674610_14863268,chr18_14863268_15289741,chr18_15289741_15338969,chr18_15338969_18837959,chr18_18837959_18876406,chr18_18876406_18935092,chr18_18935092_19004414,chr18_19004414_19223945,chr18_19223945_19266192,chr18_19266192_19311120,chr18_19311120_19457243,chr18_19457243_19481978,chr18_19481978_19505072,chr18_19505072_19719315,chr18_19719315_19865153,chr18_19865153_19868579,chr18_19868579_20007658,chr18_20007658_20146521,chr18_20146521_20168988,chr18_20168988_20314877,chr18_20314877_20463652,chr18_20463652_20644557,chr18_20644557_20657680,chr18_20657680_20670209,chr18_20670209_20808999,chr18_20808999_20867396,chr18_20867396_20876412,chr18_20876412_20905040,chr18_20905040_20944378,chr18_20944378_21027848,chr18_21027848_21183706,chr18_21183706_21275453,chr18_21275453_21326001,chr18_21326001_21386936,chr18_21386936_21410837,chr18_21410837_21461034,chr18_21461034_21494495,chr18_21494495_21548507,chr18_21548507_21641998,chr18_21641998_21757956,chr18_21757956_21817526,chr18_21817526_21866411,chr18_21866411_21897476,chr18_21897476_21908981,chr18_21908981_21968284,chr18_21968284_22032435,chr18_22032435_22092183,chr18_22092183_22115175,chr18_22115175_22148243,chr18_22148243_22174721,chr18_22174721_22227304,chr18_22227304_22260701,chr18_22260701_22497940,chr18_22497940_22581831,chr18_22581831_22652277,chr18_22652277_22810209,chr18_22810209_22835631,chr18_22835631_22952882,chr18_22952882_23051764,chr18_23051764_23221673,chr18_23221673_23286202,chr18_23286202_23331338,chr18_23331338_23359998,chr18_23359998_23388233,chr18_23388233_23455361,chr18_23455361_23500946,chr18_23500946_23564065,chr18_23564065_23597553,chr18_23597553_23680573,chr18_23680573_23800455,chr18_23800455_23830130,chr18_23830130_23993337,chr18_23993337_24094190,chr18_24094190_24144975,chr18_24144975_24152477,chr18_24152477_24294219,chr18_24294219_24319910,chr18_24319910_24400853,chr18_24400853_24416189,chr18_24416189_24448774,chr18_24448774_24610783,chr18_24610783_24646749,chr18_24646749_24722114,chr18_24722114_24760515,chr18_24760515_25061622,chr18_25061622_25169603,chr18_25169603_25210572"
"331","chr18_25966750_27861621","chr18_25983513_26074560,chr18_26074560_26192551,chr18_26192551_26391798,chr18_26391798_26453094,chr18_26453094_26527371,chr18_26527371_26594387,chr18_26594387_26638111,chr18_26638111_26834602,chr18_26834602_26920311,chr18_26920311_26941549,chr18_26941549_26998421,chr18_26998421_27037287,chr18_27037287_27092830,chr18_27092830_27264495,chr18_27264495_27318221,chr18_27318221_27430181,chr18_27430181_27519514,chr18_27519514_27725638,chr18_27725638_27772709,chr18_27772709_27822819"
"332","chr18_29323006_34622556","chr18_29365637_29407576,chr18_29407576_29559011,chr18_29559011_29606745,chr18_29606745_29662251,chr18_29662251_29721698,chr18_29721698_29764825,chr18_29764825_29795467,chr18_29795467_29847730,chr18_29847730_29883473,chr18_29883473_29946500,chr18_29946500_29997211,chr18_29997211_30121456,chr18_30121456_30125529,chr18_30125529_30154237,chr18_30154237_30332390,chr18_30332390_30435687,chr18_30435687_30687617,chr18_30687617_30773539,chr18_30773539_30821302,chr18_30821302_30870331,chr18_30870331_30977038,chr18_30977038_31111471,chr18_31111471_31120777,chr18_31120777_31215063,chr18_31215063_31259752,chr18_31259752_31349417,chr18_31349417_31363346,chr18_31363346_31379967,chr18_31379967_31434370,chr18_31434370_31482582,chr18_31482582_31592366,chr18_31592366_31813842,chr18_31813842_32029180,chr18_32029180_32263247,chr18_32263247_32318752,chr18_32318752_32352183,chr18_32352183_32579194,chr18_32579194_32629270,chr18_32629270_32695469,chr18_32695469_32743483,chr18_32743483_32841264,chr18_32841264_32926787,chr18_32926787_32935551,chr18_32935551_33008955,chr18_33008955_33036567,chr18_33036567_33094515,chr18_33094515_33257312,chr18_33257312_33347721,chr18_33347721_33363540,chr18_33363540_33423148,chr18_33423148_33521332,chr18_33521332_33738961,chr18_33738961_33796290,chr18_33796290_33823254,chr18_33823254_33982706,chr18_33982706_34068914,chr18_34068914_34143050,chr18_34143050_34240861,chr18_34240861_34467599,chr18_34467599_34480778,chr18_34480778_34548437"
"333","chr18_35280078_35480635","chr18_35310124_35354034,chr18_35354034_35422261"
"334","chr19_36564539_37186817","chr19_36655039_36836111,chr19_36836111_36875848,chr19_36875848_36914465"
"335","chr19_37443901_38976746","chr19_37454620_37798220,chr19_37798220_37820579,chr19_37820579_37929711,chr19_37929711_38096723,chr19_38096723_38163244,chr19_38163244_38285514,chr19_38285514_38340024,chr19_38340024_38375557,chr19_38375557_38400437,chr19_38400437_38819342"
"336","chr19_43589739_45922981","chr19_43650047_43684587,chr19_43684587_43770765,chr19_43770765_43819675,chr19_43819675_43849607,chr19_43849607_43955049,chr19_43955049_44315948,chr19_44315948_44489064,chr19_44489064_44674141,chr19_44674141_44880316,chr19_44880316_44932083,chr19_44932083_45031598,chr19_45031598_45076967,chr19_45076967_45101935,chr19_45101935_45146245,chr19_45146245_45207898,chr19_45207898_45276887"
"337","chr19_51503646_57247017","chr19_51811046_51937875,chr19_51937875_52019303,chr19_52019303_52139604,chr19_52139604_52225879,chr19_52225879_52249748,chr19_52249748_52255600,chr19_52255600_52319812,chr19_52319812_52389191,chr19_52389191_52446354,chr19_52446354_52493357,chr19_52493357_52513372,chr19_52513372_52651446,chr19_52651446_52703728,chr19_52703728_52766808,chr19_52766808_52875381,chr19_52875381_53267915,chr19_53267915_53528418,chr19_53528418_53592978,chr19_53592978_53706218,chr19_53706218_53795827,chr19_53795827_53931975,chr19_53931975_54057105,chr19_54057105_54100749,chr19_54100749_54221548,chr19_54221548_54282221,chr19_54282221_54439428,chr19_54439428_54765028,chr19_54765028_54888493,chr19_54888493_54901472,chr19_54901472_55031358,chr19_55031358_55402379,chr19_55402379_55497733,chr19_55497733_55554447,chr19_55554447_56058897,chr19_56058897_56185191,chr19_56185191_56553465,chr19_56553465_56714244,chr19_56714244_56771646,chr19_56771646_56878190,chr19_56878190_57015916"
"338","chr19_193199_63774531","chr19_ 1103841_ 1163517,chr19_ 1163517_ 1351859,chr19_ 1351859_ 1470766,chr19_ 1470766_ 1500215,chr19_ 1500215_ 1676675,chr19_ 1676675_ 1856155,chr19_ 1856155_ 1888137,chr19_ 1888137_ 2119472,chr19_ 2119472_ 2272111,chr19_ 2272111_ 2322935,chr19_ 2322935_ 3897496,chr19_ 3897496_ 6467044,chr19_ 6467044_ 6745488,chr19_ 6745488_ 6822775,chr19_ 6822775_ 6832007,chr19_ 6832007_ 7148928,chr19_ 7148928_ 7250828,chr19_ 7250828_ 7403178,chr19_ 7403178_ 7540346,chr19_ 7540346_ 7968207,chr19_ 7968207_ 8516216,chr19_ 8516216_ 8642839,chr19_ 8642839_ 8844010,chr19_ 8844010_ 8967115,chr19_ 8967115_ 9017061,chr19_ 9017061_ 9059438,chr19_ 9059438_ 9194121,chr19_ 9194121_ 9237618,chr19_ 9237618_ 9262303,chr19_ 9262303_ 9394995,chr19_ 9394995_ 9775118,chr19_ 9775118_ 9800337,chr19_ 9800337_ 9845237,chr19_ 9845237_ 9891385,chr19_ 9891385_ 9955681,chr19_ 9955681_10085864,chr19_10085864_10882344,chr19_10882344_11624290,chr19_11624290_11735046,chr19_11735046_11825867,chr19_11825867_11860663,chr19_11860663_12158186,chr19_12158186_12226642,chr19_12226642_12284999,chr19_12284999_12301921,chr19_12301921_12365434,chr19_12365434_12391955,chr19_12391955_12401526,chr19_12401526_12463698,chr19_12463698_12513749,chr19_12513749_12723184,chr19_12723184_12786480,chr19_12786480_13058525,chr19_13058525_13271563,chr19_13271563_13509981,chr19_13509981_13585119,chr19_13585119_13678982,chr19_13678982_13774483,chr19_13774483_13904654,chr19_13904654_14498827,chr19_14498827_14579908,chr19_14579908_14737065,chr19_14737065_14756228,chr19_14756228_14930409,chr19_14930409_15049981,chr19_15049981_15202734,chr19_15202734_15627329,chr19_15627329_15677688,chr19_15677688_15759574,chr19_15759574_16057504,chr19_16057504_16097199,chr19_16097199_16289622,chr19_16289622_17183429,chr19_17183429_17242495,chr19_17242495_17668357,chr19_17668357_18022630,chr19_18022630_18941884,chr19_18941884_19683024,chr19_19683024_19768781,chr19_19768781_20101508,chr19_20101508_20209244,chr19_20209244_20237902,chr19_20237902_20275515,chr19_20275515_20363697,chr19_20363697_20456420,chr19_20456420_20612346,chr19_20612346_20774280,chr19_20774280_20836588,chr19_20836588_20887604,chr19_20887604_21099710,chr19_21099710_21119724,chr19_21119724_21585439,chr19_21585439_21788906,chr19_21788906_21873362,chr19_21873362_21930319,chr19_21930319_22039301,chr19_22039301_22141702,chr19_22141702_22211670,chr19_22211670_22299086,chr19_22299086_22346200,chr19_22346200_22416821,chr19_22416821_22512028,chr19_22512028_22643891,chr19_22643891_22694827,chr19_22694827_22812621,chr19_22812621_23092425,chr19_23092425_23102851,chr19_23102851_23428935,chr19_23428935_23498865,chr19_23498865_23665749,chr19_23665749_23712367,chr19_23712367_23807937,chr19_23807937_23968264,chr19_23968264_24138580,chr19_24138580_24292094,chr19_24292094_24335216,chr19_24335216_24433391,chr19_24433391_27920600,chr19_27920600_27938467,chr19_27938467_28041101,chr19_28041101_28073582,chr19_28073582_28103531,chr19_28103531_28126632,chr19_28126632_28217506,chr19_28217506_28239545,chr19_28239545_28308920,chr19_28308920_28431423,chr19_28431423_28474405,chr19_28474405_28552321,chr19_28552321_28609707,chr19_28609707_28818807,chr19_28818807_28856573,chr19_28856573_28967961,chr19_28967961_28987482,chr19_28987482_29058460,chr19_29058460_29214696,chr19_29214696_29355018,chr19_29355018_29774564,chr19_29774564_29897399,chr19_29897399_30413437,chr19_30413437_30737786,chr19_30737786_31045560,chr19_31045560_31243324,chr19_31243324_31377117,chr19_31377117_31449200,chr19_31449200_31655534,chr19_31655534_31771973,chr19_31771973_31977798,chr19_31977798_32116377,chr19_32116377_32458901,chr19_32458901_32638222,chr19_32638222_32700980,chr19_32700980_32822983,chr19_32822983_33140940,chr19_33140940_33334453,chr19_33334453_33458974,chr19_33458974_33815241,chr19_33815241_34310698,chr19_34310698_34330787,chr19_34330787_34403340,chr19_34403340_34465611,chr19_34465611_34484942,chr19_34484942_34511604,chr19_34511604_34898924,chr19_34898924_35023831,chr19_35023831_35461244,chr19_35461244_35903406,chr19_35903406_36655039,chr19_36655039_36836111,chr19_36836111_36875848,chr19_36875848_36914465,chr19_36914465_37438198,chr19_37438198_37454620,chr19_37454620_37798220,chr19_37798220_37820579,chr19_37820579_37929711,chr19_37929711_38096723,chr19_38096723_38163244,chr19_38163244_38285514,chr19_38285514_38340024,chr19_38340024_38375557,chr19_38375557_38400437,chr19_38400437_38819342,chr19_38819342_39055204,chr19_39055204_39226184,chr19_39226184_39830820,chr19_39830820_40049395,chr19_40049395_40072340,chr19_40072340_40238909,chr19_40238909_40355032,chr19_40355032_40443408,chr19_40443408_40608291,chr19_40608291_40651338,chr19_40651338_40710972,chr19_40710972_41344438,chr19_41344438_41584231,chr19_41584231_41991754,chr19_41991754_42107574,chr19_42107574_42207447,chr19_42207447_42306672,chr19_42306672_42846836,chr19_42846836_42922572,chr19_42922572_42925922,chr19_42925922_42962825,chr19_42962825_43078880,chr19_43078880_43125048,chr19_43125048_43140022,chr19_43140022_43169124,chr19_43169124_43226870,chr19_43226870_43272928,chr19_43272928_43389940,chr19_43389940_43650047,chr19_43650047_43684587,chr19_43684587_43770765,chr19_43770765_43819675,chr19_43819675_43849607,chr19_43849607_43955049,chr19_43955049_44315948,chr19_44315948_44489064,chr19_44489064_44674141,chr19_44674141_44880316,chr19_44880316_44932083,chr19_44932083_45031598,chr19_45031598_45076967,chr19_45076967_45101935,chr19_45101935_45146245,chr19_45146245_45207898,chr19_45207898_45276887,chr19_45276887_46417339,chr19_46417339_46844643,chr19_46844643_47932639,chr19_47932639_48171159,chr19_48171159_48366981,chr19_48366981_48852041,chr19_48852041_49061107,chr19_49061107_49279331,chr19_49279331_50504495,chr19_50504495_50814533,chr19_50814533_51216918,chr19_51216918_51322322,chr19_51322322_51493003,chr19_51493003_51811046,chr19_51811046_51937875,chr19_51937875_52019303,chr19_52019303_52139604,chr19_52139604_52225879,chr19_52225879_52249748,chr19_52249748_52255600,chr19_52255600_52319812,chr19_52319812_52389191,chr19_52389191_52446354,chr19_52446354_52493357,chr19_52493357_52513372,chr19_52513372_52651446,chr19_52651446_52703728,chr19_52703728_52766808,chr19_52766808_52875381,chr19_52875381_53267915,chr19_53267915_53528418,chr19_53528418_53592978,chr19_53592978_53706218,chr19_53706218_53795827,chr19_53795827_53931975,chr19_53931975_54057105,chr19_54057105_54100749,chr19_54100749_54221548,chr19_54221548_54282221,chr19_54282221_54439428,chr19_54439428_54765028,chr19_54765028_54888493,chr19_54888493_54901472,chr19_54901472_55031358,chr19_55031358_55402379,chr19_55402379_55497733,chr19_55497733_55554447,chr19_55554447_56058897,chr19_56058897_56185191,chr19_56185191_56553465,chr19_56553465_56714244,chr19_56714244_56771646,chr19_56771646_56878190,chr19_56878190_57015916,chr19_57015916_57338791,chr19_57338791_57458550,chr19_57458550_57554753,chr19_57554753_57658425,chr19_57658425_57739394,chr19_57739394_57920224,chr19_57920224_57995174,chr19_57995174_58199976,chr19_58199976_58256168,chr19_58256168_58447586,chr19_58447586_58495016,chr19_58495016_58527793,chr19_58527793_58792741,chr19_58792741_59009092"
"339","chr20_116085_51351159","chr20_  232467_  563784,chr20_  563784_  649378,chr20_  649378_ 1040624,chr20_ 1040624_ 1076357,chr20_ 1076357_ 1157758,chr20_ 1157758_ 1281730,chr20_ 1281730_ 1726696,chr20_ 1726696_ 1762124,chr20_ 1762124_ 1916488,chr20_ 1916488_ 1970883,chr20_ 1970883_ 1995051,chr20_ 1995051_ 2027199,chr20_ 2027199_ 2068731,chr20_ 2068731_ 2260607,chr20_ 2260607_ 2291047,chr20_ 2291047_ 2351121,chr20_ 2351121_ 2495777,chr20_ 2495777_ 2634288,chr20_ 2634288_ 2796404,chr20_ 2796404_ 2825420,chr20_ 2825420_ 2990745,chr20_ 2990745_ 3233356,chr20_ 3233356_ 3318713,chr20_ 3318713_ 3618076,chr20_ 3618076_ 3670835,chr20_ 3670835_ 3848628,chr20_ 3848628_ 3976519,chr20_ 3976519_ 4006672,chr20_ 4006672_ 4062369,chr20_ 4062369_ 4120945,chr20_ 4120945_ 4262733,chr20_ 4262733_ 4290583,chr20_ 4290583_ 4327153,chr20_ 4327153_ 4536023,chr20_ 4536023_ 4595394,chr20_ 4595394_ 4644704,chr20_ 4644704_ 4799472,chr20_ 4799472_ 4868581,chr20_ 4868581_ 4989217,chr20_ 4989217_ 5301221,chr20_ 5301221_ 5339059,chr20_ 5339059_ 5387170,chr20_ 5387170_ 5467651,chr20_ 5467651_ 5493070,chr20_ 5493070_ 5517348,chr20_ 5517348_ 5722635,chr20_ 5722635_ 5841565,chr20_ 5841565_ 5968452,chr20_ 5968452_ 6080796,chr20_ 6080796_ 6090449,chr20_ 6090449_ 6159039,chr20_ 6159039_ 6229194,chr20_ 6229194_ 6323210,chr20_ 6323210_ 6372007,chr20_ 6372007_ 6452973,chr20_ 6452973_ 6646472,chr20_ 6646472_ 6770253,chr20_ 6770253_ 6793766,chr20_ 6793766_ 6838218,chr20_ 6838218_ 6920140,chr20_ 6920140_ 6971914,chr20_ 6971914_ 7302171,chr20_ 7302171_ 7312061,chr20_ 7312061_ 7378583,chr20_ 7378583_ 7432491,chr20_ 7432491_ 7453406,chr20_ 7453406_ 7524351,chr20_ 7524351_ 7649672,chr20_ 7649672_ 7674510,chr20_ 7674510_ 7730246,chr20_ 7730246_ 7779878,chr20_ 7779878_ 7830709,chr20_ 7830709_ 7877313,chr20_ 7877313_ 7932615,chr20_ 7932615_ 8053214,chr20_ 8053214_ 8230112,chr20_ 8230112_ 8324743,chr20_ 8324743_ 8406335,chr20_ 8406335_ 8530768,chr20_ 8530768_ 8622509,chr20_ 8622509_ 8658206,chr20_ 8658206_ 8729007,chr20_ 8729007_ 8800736,chr20_ 8800736_ 8851997,chr20_ 8851997_ 8994674,chr20_ 8994674_ 9102747,chr20_ 9102747_ 9270238,chr20_ 9270238_ 9326510,chr20_ 9326510_ 9348068,chr20_ 9348068_ 9465038,chr20_ 9465038_ 9595383,chr20_ 9595383_ 9637395,chr20_ 9637395_ 9679640,chr20_ 9679640_ 9760210,chr20_ 9760210_ 9963841,chr20_ 9963841_10105440,chr20_10105440_10156035,chr20_10156035_10229727,chr20_10229727_10323342,chr20_10323342_10422001,chr20_10422001_10441283,chr20_10441283_10451970,chr20_10451970_10531648,chr20_10531648_10580545,chr20_10580545_10637097,chr20_10637097_10687134,chr20_10687134_10714285,chr20_10714285_10772284,chr20_10772284_10950438,chr20_10950438_11081273,chr20_11081273_11166765,chr20_11166765_11230588,chr20_11230588_11467562,chr20_11467562_11506304,chr20_11506304_11541679,chr20_11541679_11672616,chr20_11672616_11894129,chr20_11894129_12091706,chr20_12091706_12158156,chr20_12158156_12278636,chr20_12278636_12378164,chr20_12378164_12491164,chr20_12491164_12592046,chr20_12592046_12728762,chr20_12728762_12878551,chr20_12878551_12932681,chr20_12932681_13233820,chr20_13233820_13272952,chr20_13272952_13317464,chr20_13317464_13375887,chr20_13375887_13465150,chr20_13465150_13539341,chr20_13539341_13574970,chr20_13574970_13672532,chr20_13672532_13899012,chr20_13899012_13942532,chr20_13942532_13981391,chr20_13981391_14003210,chr20_14003210_14116361,chr20_14116361_14153083,chr20_14153083_14358984,chr20_14358984_14546386,chr20_14546386_14632985,chr20_14632985_14746198,chr20_14746198_14960362,chr20_14960362_15301044,chr20_15301044_15382504,chr20_15382504_15516120,chr20_15516120_15598020,chr20_15598020_15704765,chr20_15704765_15831369,chr20_15831369_15960051,chr20_15960051_15970415,chr20_15970415_16009043,chr20_16009043_16060052,chr20_16060052_16257878,chr20_16257878_16327556,chr20_16327556_16349021,chr20_16349021_16560741,chr20_16560741_16674097,chr20_16674097_16749050,chr20_16749050_16836409,chr20_16836409_16874279,chr20_16874279_16883030,chr20_16883030_17148053,chr20_17148053_17193030,chr20_17193030_17555557,chr20_17555557_17732739,chr20_17732739_17869549,chr20_17869549_18022303,chr20_18022303_18056522,chr20_18056522_18089245,chr20_18089245_18232946,chr20_18232946_18279604,chr20_18279604_18591671,chr20_18591671_18642906,chr20_18642906_18830945,chr20_18830945_18870376,chr20_18870376_19028115,chr20_19028115_19257015,chr20_19257015_19466634,chr20_19466634_19584451,chr20_19584451_19712015,chr20_19712015_19936337,chr20_19936337_20096675,chr20_20096675_20107310,chr20_20107310_20180689,chr20_20180689_20217639,chr20_20217639_20241764,chr20_20241764_20312809,chr20_20312809_20373115,chr20_20373115_20425722,chr20_20425722_20463791,chr20_20463791_20646140,chr20_20646140_20706824,chr20_20706824_20816842,chr20_20816842_21046202,chr20_21046202_21098467,chr20_21098467_21124551,chr20_21124551_21175313,chr20_21175313_21303578,chr20_21303578_21373093,chr20_21373093_21536770,chr20_21536770_21625166,chr20_21625166_21710711,chr20_21710711_21759113,chr20_21759113_21938690,chr20_21938690_21987147,chr20_21987147_22076288,chr20_22076288_22224564,chr20_22224564_22439779,chr20_22439779_22873704,chr20_22873704_22900066,chr20_22900066_22940788,chr20_22940788_23085684,chr20_23085684_23216504,chr20_23216504_23285034,chr20_23285034_23359700,chr20_23359700_23534942,chr20_23534942_23590658,chr20_23590658_23896337,chr20_23896337_23961236,chr20_23961236_24158930,chr20_24158930_24291699,chr20_24291699_24327672,chr20_24327672_24530285,chr20_24530285_24602581,chr20_24602581_24632250,chr20_24632250_24745854,chr20_24745854_24981495,chr20_24981495_25119597,chr20_25119597_25318423,chr20_25318423_25476197,chr20_25476197_25576339,chr20_25576339_26265617,chr20_26265617_29554128,chr20_29554128_29636872,chr20_29636872_29940446,chr20_29940446_29967355,chr20_29967355_30013963,chr20_30013963_30092807,chr20_30092807_30400249,chr20_30400249_31010467,chr20_31010467_31069537,chr20_31069537_31344484,chr20_31344484_31710238,chr20_31710238_32458425,chr20_32458425_32654776,chr20_32654776_33016867,chr20_33016867_33744309,chr20_33744309_33953832,chr20_33953832_34229120,chr20_34229120_34318558,chr20_34318558_34595276,chr20_34595276_34656598,chr20_34656598_35012434,chr20_35012434_35455271,chr20_35455271_35875366,chr20_35875366_35941120,chr20_35941120_36110552,chr20_36110552_36205585,chr20_36205585_36343696,chr20_36343696_36445606,chr20_36445606_36489336,chr20_36489336_36594723,chr20_36594723_36903612,chr20_36903612_37251690,chr20_37251690_37677547,chr20_37677547_37774718,chr20_37774718_37803092,chr20_37803092_37842469,chr20_37842469_37884984,chr20_37884984_38060503,chr20_38060503_38371785,chr20_38371785_38466759,chr20_38466759_38605083,chr20_38605083_38693326,chr20_38693326_38885024,chr20_38885024_39076521,chr20_39076521_39289473,chr20_39289473_39359319,chr20_39359319_39498263,chr20_39498263_39552580,chr20_39552580_39609252,chr20_39609252_39643820,chr20_39643820_39914327,chr20_39914327_39995481,chr20_39995481_40067476,chr20_40067476_40071285,chr20_40071285_40209082,chr20_40209082_40478430,chr20_40478430_40575270,chr20_40575270_40696671,chr20_40696671_41164078,chr20_41164078_41223000,chr20_41223000_41519027,chr20_41519027_41560342,chr20_41560342_41637011,chr20_41637011_41844748,chr20_41844748_42020040,chr20_42020040_42162888,chr20_42162888_42582622,chr20_42582622_43278131,chr20_43278131_43316591,chr20_43316591_43364564,chr20_43364564_43433116,chr20_43433116_43457432,chr20_43457432_43478446,chr20_43478446_43487425,chr20_43487425_43675193,chr20_43675193_43853596,chr20_43853596_43908605,chr20_43908605_44047871,chr20_44047871_44124117,chr20_44124117_44145636,chr20_44145636_44502534,chr20_44502534_44573085,chr20_44573085_44603217,chr20_44603217_44704665,chr20_44704665_45005957,chr20_45005957_45024745,chr20_45024745_45343861,chr20_45343861_45667463,chr20_45667463_45842605,chr20_45842605_45955262,chr20_45955262_45999199,chr20_45999199_46070114,chr20_46070114_46120846,chr20_46120846_46223097,chr20_46223097_46284058,chr20_46284058_46319438,chr20_46319438_46584732,chr20_46584732_46628388,chr20_46628388_46765512,chr20_46765512_46961047,chr20_46961047_47019362,chr20_47019362_47235184,chr20_47235184_47302575,chr20_47302575_47478260,chr20_47478260_47549364,chr20_47549364_47635891,chr20_47635891_47902686,chr20_47902686_47942977,chr20_47942977_48124931,chr20_48124931_48208346,chr20_48208346_48499262,chr20_48499262_48588120,chr20_48588120_48634956,chr20_48634956_48758560,chr20_48758560_49058294,chr20_49058294_49114298,chr20_49114298_49222818,chr20_49222818_49618170,chr20_49618170_49674439,chr20_49674439_49827100,chr20_49827100_49919101,chr20_49919101_49926605,chr20_49926605_50119887,chr20_50119887_50210727,chr20_50210727_50431755,chr20_50431755_50626895,chr20_50626895_50862850,chr20_50862850_50898737,chr20_50898737_50947519,chr20_50947519_51093169,chr20_51093169_51134597,chr20_51134597_51295507"
